gene_id	B100	B105	B110	B135	B175	B200	B205	B210	B235	B275	B300	B305	B310	B335	B375
MSTRG.10027	332	1842	53	428	114	424	2295	18	575	134	290	1946	15	608	101
MSTRG.10028	3929	506	2319	707	999	2891	3428	4320	420	1408	2498	1196	4024	441	986
MSTRG.10029	0	11305	6594	207	619	0	11610	2259	541	551	0	4673	3700	785	499
MSTRG.1003	59	6363	305	31	2	1	3301	88	85	1	1	3207	328	45	3
MSTRG.10030	0	1496	1152	8276	4356	0	1713	658	8354	7928	0	1755	958	5736	1876
MSTRG.10031	162	1004	2283	7200	1523	291	1100	2798	5976	1708	152	1261	2373	3038	1659
MSTRG.10032	982	41	1318	169	219	1220	10	409	153	59	812	2	915	285	119
MSTRG.10033	956	5185	3535	1779	666	424	5978	2076	1489	1075	586	4077	2964	1543	128
MSTRG.10034	93	248	1238	0	90	87	2726	1246	0	60	259	596	589	0	67
MSTRG.10035	75	1281	80	0	310	18	8545	0	0	521	48	2504	0	0	604
MSTRG.10036	566	979	688	2104	786	467	5850	835	2639	942	465	1657	1004	2134	500
MSTRG.10037	145	3019	109	3	549	107	19584	13	110	751	61	5284	69	12	1138
MSTRG.10038	83	1060	744	0	1700	113	1514	393	0	854	68	1655	712	0	494
MSTRG.10039	77	749	511	0	865	48	418	822	0	1467	0	644	963	0	971
MSTRG.1004	1670	2048	1909	18	516	1138	1030	19134	242	767	1406	493	1658	86	814
MSTRG.10040	557	333	1230	542	1068	397	192	409	528	859	269	116	1865	460	2199
MSTRG.10041	494	3546	0	1237	0	545	3066	0	1874	0	164	2985	0	1276	0
MSTRG.10042	10084	31	1587	1735	2574	6368	215	2119	1782	4547	4437	186	2001	1620	2013
MSTRG.10043	191	224	4861	134	1	94	125	2791	2607	4	30	428	4601	2066	0
MSTRG.10044	5689	878	180	350	5119	462	1863	16	458	3933	283	1334	192	393	2725
MSTRG.10045	2269	71	29	1858	8035	18507	891	30	1281	12944	1016	62	117	1893	7675
MSTRG.10046	8	282	966	1170	289	81	1	1140	418	935	5	0	1175	544	38
MSTRG.10047	558	86	22	215	149	497	28	145	87	105	430	48	194	33	99
MSTRG.10048	32	7355	250	0	5706	34	8519	255	0	13657	20	7675	27	0	6227
MSTRG.10049	338	108	3018	0	49	1139	201	1929	0	2	227	98	3872	0	9
MSTRG.1005	4175	0	2347	60	529	1690	4	1728	100	577	3354	1	1836	127	743
MSTRG.10050	304	4	1323	10	94	321	4	78	0	173	126	2	2107	15	62
MSTRG.10051	1105	3163	0	76	1	848	3421	0	2859	17	825	2465	0	124	6
MSTRG.10052	6028	1541	71	4750	615	5049	1461	55	4776	447	3775	1735	179	2477	4735
MSTRG.10053	874	47480	192	1769	240	1048	50257	552	2618	140	295	53182	585	1357	1763
MSTRG.10054	3807	2257	1579	2132	747	4089	1738	2692	768	578	984	2095	1671	1590	5587
MSTRG.10055	13670	308	757	1260	0	13906	527	1605	731	0	3812	234	756	275	0
MSTRG.10056	0	8764	149	926	1701	0	8444	379	49	885	0	9495	291	301	1697
MSTRG.10057	0	483	1838	0	349	53	94	2698	0	367	0	449	2699	0	213
MSTRG.10058	9828	30	51	0	27	6048	27	52	169	48	4131	45	39	6	138
MSTRG.10059	8637	0	149	0	3	7661	70	229	0	70	4454	13	267	0	0
MSTRG.1006	1982	289	2166	22	2	563	383	1386	14	48	1334	199	1288	43	0
MSTRG.10060	14653	60	5919	243	0	9268	3	4065	229	2	4007	13	5844	94	11
MSTRG.10061	3167	173	28516	416	1796	3919	149	2239	3778	1834	820	212	30621	2197	1243
MSTRG.10062	1060	1069	752	215	719	605	1154	715	612	1611	561	1284	282	199	959
MSTRG.10063	41	1110	534	17182	823	23	954	214	26555	857	20	988	313	11304	660
MSTRG.10064	108	596	6778	1612	2619	73	1040	4697	6428	2897	14	766	5099	2429	2867
MSTRG.10065	49	2995	13	2501	511	28	3640	13	1403	1001	80	3550	19	1736	493
MSTRG.10066	11477	0	250	1639	0	13135	0	77	701	25	5465	0	91	993	0
MSTRG.10067	260	4235	103	1025	220	547	5383	4	237	166	71	3723	79	1091	541
MSTRG.10068	169	835	483	2374	4396	232	748	414	1386	7461	197	681	481	3053	2101
MSTRG.10069	270	885	37	648	177	634	1001	36	1175	170	260	990	79	465	578
MSTRG.1007	10755	251	591	25	0	14218	122	462	8	864	12232	162	634	30	0
MSTRG.10070	44	4771	226	1346	2811	111	9549	121	1783	5088	31	4709	109	1457	2855
MSTRG.10071	90	135	0	946	48	61	335	5	396	134	152	124	25	1031	81
MSTRG.10072	184	909	143	1703	264	67	746	193	1844	470	96	850	182	864	268
MSTRG.10073	969	1128	437	31140	19	216	609	741	23883	58	705	483	837	18459	19
MSTRG.10074	142	137	2021	733	76	226	16	3162	1669	92	229	363	1909	1107	77
MSTRG.10075	156	4	2236	159	7411	191	1	558	147	10494	172	2	2419	169	5090
MSTRG.10076	3771	2167	1944	1353	10	2534	2174	1667	1150	121	3063	2510	3387	1256	51
MSTRG.10077	2007	25	5729	84	0	6328	1	7342	36	0	2006	8	5068	101	0
MSTRG.10078	312	0	15	333	0	1282	0	2	297	0	278	3	10	333	0
MSTRG.10079	76	74	0	3219	574	38	0	71	3499	418	7	84	42	2594	694
MSTRG.1008	1162	3288	7394	45	2234	1263	5173	3043	186	1218	527	5924	4524	54	2876
MSTRG.10080	46	30	2225	606	98	2	2	1744	256	72	384	18	2051	397	278
MSTRG.10081	108	1673	0	531	997	35	1447	0	1553	1511	26	2373	0	727	1006
MSTRG.10082	731	2958	6859	161	1310	496	4168	3378	156	929	787	3385	8752	136	1450
MSTRG.10083	325	2152	1753	82	7372	309	2323	1824	44	10347	166	2183	1772	48	6560
MSTRG.10084	336	574	41	2074	0	6	316	328	1376	8	345	268	199	1615	24
MSTRG.10085	2657	1	2096	1411	546	2174	2	7272	1732	669	1543	1	3429	1244	741
MSTRG.10086	99	910	3	50	49	527	1255	2	6	84	113	738	1	0	29
MSTRG.10087	10	746	57	120	284	125	516	103	29	220	0	744	195	24	141
MSTRG.10088	2848	236	681	1679	738	4071	149	493	6993	1080	1456	170	883	3301	619
MSTRG.10089	462	0	620	1063	210	626	0	5266	3373	137	2103	0	897	957	246
MSTRG.1009	1021	980	484	3194	263	819	1515	74	2184	491	659	700	177	1753	310
MSTRG.10090	255	54	0	1154	69	93	76	62	2086	96	124	57	4	1564	98
MSTRG.10091	1332	756	247	3176	62	889	975	903	7733	87	896	509	161	899	285
MSTRG.10092	1937	962	1200	867	134	825	2008	991	564	245	410	593	1436	830	134
MSTRG.10093	0	814	4666	0	998	0	759	7678	0	729	0	452	3899	0	811
MSTRG.10094	0	156	1423	2355	514	0	148	1234	1475	945	0	116	900	959	438
MSTRG.10095	162	100	32	1138	1562	353	127	0	641	395	15	44	55	0	909
MSTRG.10096	3770	243	3	784	104	3555	104	20	217	20	1406	134	39	264	150
MSTRG.10097	14583	1253	269	1487	847	3035	1066	147	632	1148	9439	1825	216	1073	569
MSTRG.10098	124	1229	1574	803	81	112	1195	906	1159	127	110	1169	1526	1188	64
MSTRG.10099	7960	13660	219	1821	415	6160	17127	285	1417	407	3959	10465	177	1762	206
MSTRG.101	19786	3435	1104	207	3211	20179	22907	88	292	3581	4353	4291	1684	290	3729
MSTRG.1010	7428	937	2228	12651	9392	3722	1312	106	7784	16751	6659	826	403	2328	7389
MSTRG.10100	194	5381	2033	1644	75	137	3983	1642	247	199	328	7211	1236	1755	382
MSTRG.10101	677	1278	34	777	2271	216	1558	193	357	1403	256	1624	20	468	591
MSTRG.10102	250	154	2019	1572	468	397	84	1169	416	548	198	98	2534	570	311
MSTRG.10103	16014	5401	165	25	0	8912	5790	164	39	0	14004	4532	214	105	0
MSTRG.10104	2925	2561	780	0	5	2625	1536	419	0	52	6897	2856	707	0	5
MSTRG.10105	408	2005	3435	63	5762	87	1397	2285	7	6298	639	1822	4780	155	1407
MSTRG.10106	1094	3103	5598	0	408	916	5542	4522	0	226	1140	4445	5085	0	343
MSTRG.10107	1711	294	0	660	1980	911	595	0	609	2765	1286	102	0	338	487
MSTRG.10108	728	986	0	79	1491	393	853	1	37	2429	733	909	25	79	1453
MSTRG.10109	1898	2035	25	733	79	2276	2893	179	170	196	1821	2617	29	182	149
MSTRG.1011	1950	613	67	1579	210	1552	1480	399	6239	291	1714	332	33	1910	217
MSTRG.10110	3511	639	210	176	17	3077	390	2879	84	114	1559	530	136	53	54
MSTRG.10111	63	3416	4918	0	111	45	2567	3810	0	264	85	1968	5682	0	220
MSTRG.10112	3071	1040	498	0	0	1644	1145	342	0	0	3936	532	1001	0	0
MSTRG.10113	590	89	303	2432	110	474	462	245	227	405	300	205	557	527	141
MSTRG.10114	100	407	36	0	1358	71	229	19	0	773	160	367	70	0	372
MSTRG.10115	4107	884	72	0	214	2353	758	140	0	485	1737	838	33	0	433
MSTRG.10116	1089	99	288	0	90	64	139	130	0	0	330	229	228	0	124
MSTRG.10117	6375	2941	0	1271	3675	6267	2378	29	3103	5629	3209	2759	2	2156	2234
MSTRG.10118	1807	0	53	88	77	3353	0	55	52	9	1660	0	18	55	58
MSTRG.10119	0	1351	0	554	0	0	1404	0	1659	0	0	1551	0	1106	0
MSTRG.1012	80	1322	183	0	323	25	1507	167	54	439	157	935	291	0	531
MSTRG.10120	0	3284	0	71	1024	0	2771	0	216	1442	0	4430	0	19	398
MSTRG.10121	567	47	57	2	1823	3	19	90	19	2670	401	124	0	69	1518
MSTRG.10122	43	1046	170	172	189	420	1107	525	302	302	107	1484	1	237	257
MSTRG.10123	904	118	83	82	3302	16	2	1607	110	3325	0	220	154	76	3040
MSTRG.10124	990	211	0	679	298	1061	235	0	189	157	446	9	29	521	459
MSTRG.10125	991	2207	1788	13	3070	920	2256	11583	15	2589	237	2118	557	24	3329
MSTRG.10126	0	2671	4152	22	102	0	695	1869	7	9	0	1232	2311	24	101
MSTRG.10127	2705	0	62	0	187	3602	0	183	0	75	2011	0	102	0	130
MSTRG.10128	101	115	153	286	3945	1185	130	92	253	1853	463	210	130	395	2429
MSTRG.10129	2209	215	1946	0	2340	2174	302	4909	2054	3072	1622	174	2517	163	1490
MSTRG.1013	811	1248	294	240	68	664	1938	131	31	197	616	1383	301	0	318
MSTRG.10130	2006	2845	2442	0	1490	4473	2916	1415	0	1508	1274	2392	2731	0	973
MSTRG.10131	12312	563	628	1889	821	11117	1836	726	898	1101	2374	7	1462	217	768
MSTRG.10132	2411	394	3323	2122	1841	1362	490	2392	4736	2369	2308	427	1929	2395	1848
MSTRG.10133	1452	2061	33	1696	300	788	3202	8	1796	186	1379	1985	22	1481	198
MSTRG.10134	5858	52	535	18	345	6624	60	1641	1	123	3062	83	1626	2	341
MSTRG.10135	15	411	678	1296	1067	0	454	214	1604	410	0	452	286	1113	1588
MSTRG.10136	1047	7650	872	34	2029	1592	6145	1170	31	1048	294	7758	923	68	3421
MSTRG.10137	4268	31242	616	197	594	4708	6259	492	53	35	1000	28388	748	130	250
MSTRG.10138	3039	543	4296	47	3915	2739	838	6402	27	1964	800	469	3984	31	2599
MSTRG.10139	9616	477	2367	39	0	9772	601	16764	22	0	2558	332	1767	836	0
MSTRG.1014	881	1741	4449	304	198	439	1559	4140	83	346	790	1162	7536	4	580
MSTRG.10140	0	4660	689	13	3166	66	4241	1064	145	2867	12	4343	523	24	2784
MSTRG.10141	1322	49	4804	117	5827	1223	65	1473	64	4539	1489	111	2951	113	3698
MSTRG.10142	935	389	3852	72	4289	434	761	7063	0	3084	625	387	3020	0	3439
MSTRG.10143	294	28	1214	561	155	134	27	1647	421	79	64	51	1031	792	144
MSTRG.10144	713	255	943	2928	88	434	152	589	5534	145	443	178	1147	1260	45
MSTRG.10145	3555	11	1681	2497	674	2840	27	339	2933	859	2088	112	1314	2560	404
MSTRG.10146	288	512	222	281	49	326	640	424	604	842	237	822	607	332	239
MSTRG.10147	1120	3044	3014	75	18060	1641	4254	1066	68	17059	808	3040	1781	82	21586
MSTRG.10148	139	2587	1444	0	6088	362	1234	1303	0	9070	631	3797	2001	0	9664
MSTRG.10149	380	2087	746	0	1	1	2237	783	7	1	2	3326	640	1	0
MSTRG.1015	0	191	1188	1063	827	57	199	1054	1781	1233	0	0	927	369	984
MSTRG.10150	6465	5687	4193	355	9	7202	7448	1657	480	0	4981	4769	2008	167	25
MSTRG.10151	93	13	1632	58	355	141	4	1121	70	644	56	16	1727	95	314
MSTRG.10152	3581	8	404	0	68	2672	104	28	16	214	1519	36	531	8	45
MSTRG.10153	1988	2359	786	1256	4	1210	1947	1181	2005	11	800	2366	272	1516	0
MSTRG.10154	12683	0	111	508	1	8422	0	140	386	1	11123	0	54	410	1
MSTRG.10155	2874	8874	450	306	37	2137	5087	315	286	30	2323	9181	702	271	48
MSTRG.10156	93	3291	982	1355	0	307	2082	916	651	0	80	3489	1003	883	78
MSTRG.10157	13924	70	631	3547	1	9045	234	842	3296	1	11997	263	1206	2219	1
MSTRG.10158	219	1623	1462	167	29	154	7014	427	382	47	117	3164	830	1057	50
MSTRG.10159	28	5	954	510	520	70	21	3203	1252	2472	18	17	1303	425	703
MSTRG.1016	11	3332	940	5882	899	607	1678	1334	4247	1249	0	1383	262	5313	685
MSTRG.10160	60	214	1709	14	16844	55	218	626	11	17953	3	247	2085	76	31111
MSTRG.10161	838	733	0	105	18234	427	397	0	145	16541	186	972	0	22	46353
MSTRG.10162	96	198	3192	40	323	52	28	2415	3	994	94	126	3252	3	1247
MSTRG.10163	1384	244	1	10	89	420	1957	2	76	3	982	2344	0	1	420
MSTRG.10164	135	282	6127	0	13	118	544	3123	0	9	17	323	3735	0	1
MSTRG.10165	979	96	8821	1155	1871	860	212	8605	4277	1022	1121	22	10108	1650	1221
MSTRG.10166	82	0	401	128	1877	50	0	617	6742	710	59	0	104	77	1474
MSTRG.10167	686	89	11	22572	568	881	44	692	17752	412	709	102	0	12589	4471
MSTRG.10168	4315	14942	7517	2771	718	3363	11421	15779	1169	234	2815	11122	6642	2280	3950
MSTRG.10169	5129	3790	396	7	0	4941	1922	77	105	0	2775	3385	202	18	0
MSTRG.1017	3149	1972	4081	1094	2278	1292	2339	2214	2851	4397	3270	1258	3558	2450	1827
MSTRG.10170	1302	0	133	103	0	673	51	165	141	0	486	7	65	35	0
MSTRG.10171	1205	513	26	204	1	972	415	46	95	31	716	563	84	98	52
MSTRG.10172	4915	230	2148	61	184	4860	487	1422	80	371	3393	168	451	45	1365
MSTRG.10173	59	536	887	14281	899	91	414	515	13624	1307	87	421	207	8962	874
MSTRG.10174	1286	281	3165	5	4617	1041	339	1437	2	5630	535	371	597	6	3524
MSTRG.10175	939	893	0	841	38	364	1296	0	334	268	380	574	0	680	266
MSTRG.10176	118	2252	2394	5157	1996	5	2446	1997	1122	1618	108	2027	2535	1691	1459
MSTRG.10177	12	11725	427	532	22	1	39356	539	321	0	1	16151	295	402	1
MSTRG.10178	2392	143	10	16827	0	1729	153	943	3577	0	2257	90	9	6149	0
MSTRG.10179	13	88	6	1	0	4	272	45	1	0	29	332	97	1	0
MSTRG.1018	493	1440	1342	47953	1261	622	2144	1198	13363	2504	339	2050	877	10108	2994
MSTRG.10180	10	4167	1009	2	2793	5	7012	594	1	1761	97	2968	1012	1	17113
MSTRG.10181	2267	3312	1022	126	3	1078	3743	1363	115	53	2053	1903	1385	262	23
MSTRG.10182	3691	202	1035	1636	0	3804	440	943	2670	0	2308	390	573	2697	0
MSTRG.10183	2546	406	3012	2381	0	2061	284	3308	2002	0	2791	973	3755	3528	0
MSTRG.10184	329	1	559	3343	91	376	7	869	3973	56	255	43	996	3325	25
MSTRG.10185	1465	12	1099	2669	355	1413	15	661	1738	507	913	12	968	1769	468
MSTRG.10186	1301	3013	463	2751	913	625	1926	1536	763	1747	1005	2790	900	2152	880
MSTRG.10187	0	298	3452	2730	1594	0	460	2252	5852	1351	0	230	2629	1598	1284
MSTRG.10188	891	1816	5680	124	179	1461	1507	3836	435	1689	454	921	6797	188	1406
MSTRG.10189	143	16	49	178	351	40	42	122	54	263	41	9	57	109	352
MSTRG.1019	11575	150	302	83633	4	11779	228	474	7710	2444	7996	166	129	9941	2463
MSTRG.10190	947	2689	232	2005	1231	610	2223	361	7074	1442	68	2695	444	1920	1477
MSTRG.10191	373	885	55	1412	518	342	924	87	1433	615	251	1193	39	812	600
MSTRG.10192	744	3137	79	2294	502	667	2833	53	19510	270	414	5198	72	1927	120
MSTRG.10193	145	6021	8539	5584	92	107	4977	6106	3975	2649	54	5046	8194	4255	71
MSTRG.10194	43	561	0	612	2589	57	414	0	295	5123	11	561	0	236	2143
MSTRG.10195	209	0	0	45	1177	105	0	0	115	2796	80	0	0	70	829
MSTRG.10196	1451	0	1052	650	82	1788	0	530	695	0	1707	17	1416	474	78
MSTRG.10197	1506	408	1134	1995	3	1088	2314	1300	2547	11	987	320	1004	2371	6
MSTRG.10198	10589	3042	1160	20	0	16615	5722	650	10	0	4197	2634	1272	37	0
MSTRG.10199	5892	598	6382	648	1206	3177	644	9673	705	844	9335	646	6297	922	1288
MSTRG.102	2073	2918	3157	2467	637	2218	17453	485	3785	694	540	4659	3815	2218	1121
MSTRG.1020	321	2	3906	88335	172	391	0	1162	9246	77	730	1	1902	6825	200
MSTRG.10200	1660	6	0	1	1214	1501	24	20	5	808	1098	7	8	1	887
MSTRG.10201	479	37	226	72	830	498	34	59	11	161	208	30	217	50	368
MSTRG.10202	11618	61	268	586	0	11592	111	288	223	0	6224	51	162	534	0
MSTRG.10203	3904	120	828	559	5	1392	322	808	508	236	2520	260	750	357	1
MSTRG.10204	2373	137	170	3580	0	1221	76	102	6638	0	1614	16	217	3356	0
MSTRG.10205	1112	0	52	15	204	834	0	105	78	112	756	0	220	191	112
MSTRG.10206	2673	0	82	60	382	2702	0	199	208	3201	2162	0	264	441	1741
MSTRG.10207	2366	216	331	139	242	422	467	172	67	336	644	4	229	46	204
MSTRG.10208	9408	88	734	5	12584	3597	2000	641	39	23223	2495	91	1537	7	10565
MSTRG.10209	91	783	678	362	2888	85	4410	1099	297	6507	29	278	729	446	2661
MSTRG.1021	472	2	1938	342	2426	507	56	2344	82	2421	449	1	1366	276	972
MSTRG.10210	1360	4677	3551	114	1909	1109	2344	2275	25	1736	359	2250	4739	83	2157
MSTRG.10211	106	3	149	452	1434	0	139	181	434	1064	0	83	128	260	1004
MSTRG.10212	180	1	18	8	901	434	159	11	14	483	178	121	15	31	1830
MSTRG.10213	299	4208	1591	1001	3585	222	6427	1157	2752	2881	187	6368	1227	1223	5038
MSTRG.10214	1224	4189	119	178	741	801	3131	44	61	863	992	3275	96	175	604
MSTRG.10215	217	610	514	729	1370	381	933	552	11721	1541	241	1198	368	1338	1088
MSTRG.10216	3763	2624	102	0	933	1722	1248	45	135	411	2672	1815	567	3	993
MSTRG.10217	0	584	2454	84	1326	0	1379	1351	115	1975	0	1146	1458	81	1018
MSTRG.10218	1729	651	485	0	26212	1918	397	641	0	26193	886	329	314	0	14425
MSTRG.10219	5517	1287	0	0	808	2399	1324	181	0	965	3569	993	0	0	903
MSTRG.1022	228	426	1949	158	3211	323	38	1476	213	1893	682	164	2528	54	2385
MSTRG.10220	84	1898	0	5497	1487	12	1437	0	2462	977	129	2400	0	2716	1098
MSTRG.10221	1121	5101	28	1154	86	1250	7643	28	116	35	827	3884	0	556	136
MSTRG.10222	313	2774	8045	1854	218	212	14266	2154	1182	195	116	3072	3109	995	291
MSTRG.10223	23	654	0	0	3219	98	908	0	0	3179	82	595	0	0	3419
MSTRG.10224	2228	1740	15	35	431	2175	1762	9	2583	381	1471	1516	73	1850	580
MSTRG.10225	1372	2281	2639	0	586	730	6278	1656	0	1021	802	2454	1797	0	566
MSTRG.10226	0	1458	2064	13	166	0	2808	1712	41	144	0	1494	2977	27	165
MSTRG.10227	92	2	151	408	86	98	17	155	897	38	148	55	158	364	73
MSTRG.10228	474	1528	340	5308	1981	744	1060	434	5859	1388	206	2785	551	3244	1511
MSTRG.10229	2979	126	0	0	28	3176	253	134	0	4	2028	369	0	0	46
MSTRG.1023	775	18	4	1340	1388	585	10	3	681	660	1172	55	24	1055	1145
MSTRG.10230	586	0	1	0	1	1055	0	277	0	33	155	19	2	0	0
MSTRG.10231	164	34	106	19197	1298	522	27	360	24409	1893	228	27	146	17651	1123
MSTRG.10232	1962	3706	1196	742	105	3059	1169	822	400	42	1159	2816	790	282	6
MSTRG.10233	28	1119	319	1027	95	43	1376	83	96	14	32	891	717	334	20
MSTRG.10234	9006	16	174	13	1659	5195	12	0	55	7473	5876	54	178	5	1904
MSTRG.10235	42803	733	4345	704	1063	6051	992	6107	1151	2694	39060	765	4483	590	1314
MSTRG.10236	520	1529	80	3878	1226	650	2577	13	3956	1540	232	865	38	2350	1442
MSTRG.10237	476	1469	44	516	1990	415	1454	0	695	6490	394	1639	0	551	893
MSTRG.10238	6847	900	1129	4341	1101	4366	148	3804	2261	684	4186	461	379	3197	857
MSTRG.10239	231	1079	0	0	29	106	854	0	0	42	73	280	2	0	181
MSTRG.1024	1184	1375	108	8650	6	776	943	167	12326	6	754	1239	178	5699	3
MSTRG.10240	570	192	1970	320	1316	363	71	3430	780	2235	320	101	1889	492	1043
MSTRG.10241	1	533	250	335	720	21	336	420	530	411	1	564	472	848	515
MSTRG.10242	124	791	3722	8183	596	17	1072	2219	7186	308	72	732	5217	6424	317
MSTRG.10243	200	568	24	1	1022	79	756	45	2	884	70	1414	29	1	602
MSTRG.10244	0	663	388	547	1160	0	579	322	406	829	22	334	413	574	8836
MSTRG.10245	257	671	2051	18187	1571	242	1865	1186	11932	1483	146	1116	2569	9050	1578
MSTRG.10246	749	293	39	1001	407	772	205	44	712	282	603	166	26	717	366
MSTRG.10247	2102	0	0	78	714	5780	0	0	51	239	2306	0	0	111	431
MSTRG.10248	3725	3220	214	549	1434	948	2476	13	1001	306	4436	3177	139	550	773
MSTRG.10249	2292	5430	205	558	29	2110	3909	59	452	55	3060	3442	305	191	115
MSTRG.1025	1635	2062	0	12677	4094	1579	1358	61	12645	8944	975	2753	16	17980	4402
MSTRG.10250	6059	11391	4582	927	0	6680	9897	1416	437	0	2556	10619	3452	529	0
MSTRG.10251	447	586	2942	30	59	134	636	3670	70	7	287	154	2667	42	281
MSTRG.10252	0	4	1387	483	110	0	557	1610	340	204	0	0	1808	263	103
MSTRG.10253	2	8415	867	1208	0	61	12603	963	2551	0	15	7229	804	425	0
MSTRG.10254	2891	500	1706	48	509	2300	144	2601	32	537	2540	373	3027	18	349
MSTRG.10255	0	121	423	47	319	0	251	107	19	143	0	66	244	42	148
MSTRG.10256	9577	1425	66	259	60	4187	10252	44	207	57	8253	2636	83	202	44
MSTRG.10257	2154	537	0	2425	0	2587	3422	0	3255	0	2242	969	9	3192	0
MSTRG.10258	55	1568	1543	0	0	195	8918	249	0	0	105	2782	1479	0	0
MSTRG.10259	2330	0	2226	85	2379	5267	0	1217	261	276	2409	0	3751	68	525
MSTRG.1026	50	1284	71	2192	16909	1	407	19	9684	21208	1	698	80	2723	19881
MSTRG.10260	763	258	594	465	0	191	265	45	575	0	312	245	308	433	0
MSTRG.10261	881	1817	3093	185	0	495	1120	1184	302	0	819	1766	3221	204	0
MSTRG.10262	1175	463	3688	1247	0	2028	537	226	1144	0	1656	267	5464	938	0
MSTRG.10263	491	35	0	449	1545	707	54	0	1122	2891	265	191	0	311	1597
MSTRG.10264	79	22	2943	1613	300	57	54	1344	2704	1817	11	24	3621	895	323
MSTRG.10265	16	666	5916	239	8	0	1147	1774	353	29	0	861	7658	93	1
MSTRG.10266	24	1170	4578	1594	253	42	1639	2395	503	206	3	1595	4370	640	219
MSTRG.10267	61	881	122	351	53	39	925	109	548	124	86	716	95	115	70
MSTRG.10268	15899	3541	1095	420	750	8631	3292	645	640	222	5636	3839	471	562	611
MSTRG.10269	4372	611	237	672	331	2158	1175	301	1015	306	2509	981	543	476	320
MSTRG.1027	7312	45	3	50	20	3035	21	2	1	28	8166	23	62	0	9
MSTRG.10270	30	839	29961	48	234	10	594	21769	67	404	5	701	33826	89	270
MSTRG.10271	722	1055	9025	14443	126	306	2046	5782	9257	618	762	1408	1913	13296	111
MSTRG.10272	245	3457	7822	5	2314	407	2825	4972	3	925	153	2348	1481	10	1137
MSTRG.10273	733	15301	19594	1104	0	340	8411	33529	25	0	166	8143	18943	576	0
MSTRG.10274	354	124	244	4057	1339	233	127	134	2360	2863	311	71	47	5196	1231
MSTRG.10275	849	270	3791	1937	1219	1336	409	2287	1279	1938	425	392	930	1336	1386
MSTRG.10276	2298	33	12	301	0	2350	83	70	16	0	1394	16	1	66	0
MSTRG.10277	8876	78	115	179	1186	54443	195	800	2608	1132	5245	86	108	321	950
